1	1/SN
있었던	있/VV + 었/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그러면	그러면/MAJ
무엇이	무엇/NP + 이/JKS
이와	이/NP + 와/JKB
같은	같/VA + 은/ETM
태도의	태도/NNG + 의/JKG
변화에	변화/NNG + 에/JKB
기여했을까?	기여/NNG + 하/XSV + 았/EP + 을까/EF + ?/SF

3	3/SN

헤르메티씨즘이란	헤르메티씨즘/NNG + 이란/JX
중세의	중세/NNG + 의/JKG
마술	마술/NNG
및	및/MAJ
연금술의	연금술/NNG + 의/JKG
전통과	전통/NNG + 과/JKB
연결된	연결/NNG + 되/XSV + ㄴ/ETM
사호로서	사호/NNG + 로서/JKB
우주를	우주/NNG + 를/JKO
신비적이고	신비적/NNG + 이/VCP + 고/EC
마술적인	마술적/NNG + 이/VCP + ㄴ/ETM
힘들로	힘/NNG + 들/XSN + 로/JKB
짜여진	짜이/VV + 어/EC + 지/VX + ㄴ/ETM
<네트웍(Netowrk)>으로	</SS + 네트웍/NNG + (/SS + Netowrk/SL + )/SS + >/SS + 으로/JKB
보고	보/VV + 고/EC
인간이	인간/NNG + 이/JKS
이	이/MM
힘들과	힘/NNG + 들/XSN + 과/JKB
서로	서로/MAG
작용해서	작용/NNG + 하/XSV + 아서/EC
우주의	우주/NNG + 의/JKG
현상들에	현상/NNG + 들/XSN + 에/JKB
영향을	영향/NNG + 을/JKO
미칠	미치/VV + ㄹ/ETM
수	수/NNB
있다고	있/VV + 다고/EC
믿었다.	믿/VV + 었/EP + 다/EF + ./SF

그리고	그리고/MAJ
이	이/MM
사조가	사조/NNG + 가/JKS
비슷한	비슷/XR + 하/XSA + ㄴ/ETM
신비적	신비적/NNG
색채를	색채/NNG + 를/JKO
띠고	띠/VV + 고/EC
15,16세기	15/SN + ,/SP + 16/SN + 세기/NNG
이태리를	이태리/NNP + 를/JKO
중심으로	중심/NNG + 으로/JKB
크게	크/VA + 게/EC
떨치던	떨치/VV + 던/ETM
르네상스	르네상스/NNG
신플라톤주의(Neo-platonism)의	신플라톤/NNP + 주의/NNG + (/SS + Neo/SL + -/SS + platonism/SL + )/SS + 의/JKG
한	한/MM
지류로서	지류/NNG + 로서/JKB
함께	함께/MAG
유행하면서	유행/NNG + 하/XSV + 면서/EC
사람들의	사람/NNG + 들/XSN + 의/JKG
자연에	자연/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
태도의	태도/NNG + 의/JKG
변화를	변화/NNG + 를/JKO
가져오는	가져오/VV + 는/ETM
데	데/NNB
기여한	기여/NNG + 하/XSV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그리고	그리고/MAJ
이에	이/NP + 에/JKB
따라	따르/VV + 아/EC
마술은	마술/NNG + 은/JX
자연세계에	자연/NNG + 세계/NNG + 에/JKB
관한	관하/VV + ㄴ/ETM
지식과도	지식/NNG + 과/JKB + 도/JX
깊은	깊/VA + 은/ETM
관계를	관계/NNG + 를/JKO
맺게	맺/VV + 게/EC
된	되/VV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

마술을	마술/NNG + 을/JKO
행하는	행하/VV + 는/ETM
마술사(magus)는	마술사/NNG + (/SS + magus/SL + )/SS + 는/JX
원죄	원죄/NNG
이후	이후/NNG
자연을	자연/NNG + 을/JKO
단지	단지/MAG
수동적으로	수동적/NNG + 으로/JKB
관찰만	관찰/NNG + 만/JX
하게	하/VV + 게/EC
되었던	되/VV + 었/EP + 던/ETM
인간의	인간/NNG + 의/JKG
무능력으로부터	무능력/NNG + 으로부터/JKB
벗어나서	벗어나/VV + 아서/EC
다시	다시/MAG
자연에	자연/NNG + 에/JKB
무엇을	무엇/NP + 을/JKO
가하고	가하/VV + 고/EC
변형시켜	변형/NNG + 시키/XSV + 어/EC
자연에	자연/NNG + 에/JKB
무엇을	무엇/NP + 을/JKO
일어나게	일어나/VV + 게/EC
하고	하/VX + 고/EC
무엇을	무엇/NP + 을/JKO
얻어내고	얻/VV + 어/EC + 내/VX + 고/EC
하는,	하/VX + 는/ETM + ,/SP
천사들이나	천사/NNG + 들/XSN + 이/VCP + 나/EC
지니고	지니/VV + 고/EC
있는	있/VX + 는/ETM
능력을	능력/NNG + 을/JKO
지니게	지니/VV + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

이같은	이/NP + 같/VA + 은/ETM
마술사들의	마술사/NNG + 들/XSN + 의/JKG
태도는	태도/NNG + 는/JX
연금술사들의	연금술사/NNG + 들/XSN + 의/JKG
태도와도	태도/NNG + 와/JKB + 도/JX
부합되었고	부합/NNG + 되/XSV + 었/EP + 고/EC
실제로	실제로/MAG
두	두/MM
가지	가지/NNB
일에	일/NNG + 에/JKB
같은	같/VA + 은/ETM
사람이	사람/NNG + 이/JKS
종사하는	종사/NNG + 하/XSV + 는/ETM
경우도	경우/NNG + 도/JX
많았다.	많/VA + 았/EP + 다/EF + ./SF

한편	한편/NNG
이같이	이/NP + 같이/JKB
마술과	마술/NNG + 과/JC
연금술로부터	연금술/NNG + 로부터/JKB
유래한	유래/NNG + 하/XSV + ㄴ/ETM
헤르메티씨즘은	헤르메티씨즘/NNG + 은/JX
그	그/MM
신비적인	신비적/NNG + 이/VCP + ㄴ/ETM
면	면/NNG
때문에	때문/NNB + 에/JKB
역시	역시/MAG
신비적	신비적/NNG
색채를	색채/NNG + 를/JKO
띠었던	띠/VV + 었/EP + 던/ETM
르네상스	르네상스/NNG
신플라톤주의의	신플라톤주의/NNG + 의/JKG
자연관과	자연관/NNG + 과/JKB
결합하게	결합/NNG + 하/XSV + 게/EC
되었고	되/VV + 었/EP + 고/EC
이에	이/NP + 에/JKB
따라서	따르/VV + 아서/EC
신플라톤주의	신플라톤주의/NNG
과학자들의	과학자/NNG + 들/XSN + 의/JKG
과학	과학/NNG
및	및/MAJ
자연관에	자연관/NNG + 에/JKB
영향을	영향/NNG + 을/JKO
미치게	미치/VV + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

그	그/MM
좋은	좋/VA + 은/ETM
예를	예/NNG + 를/JKO
보여주는	보이/VV + 어/EC + 주/VX + 는/ETM
것이	것/NNB + 이/JKS
케플러이다.	케플러/NNP + 이/VCP + 다/EF + ./SF

그는	그/NP + 는/JX
우선	우선/MAG
우주의	우주/NNG + 의/JKG
구조를	구조/NNG + 를/JKO
플라톤의	플라톤/NNP + 의/JKG
물질구조	물질/NNG + 구조/NNG
이론을	이론/NNG + 을/JKO
연상시키는	연상/NNG + 시키/XSV + 는/ETM
형태로	형태/NNG + 로/JKB
간단한	간단/XR + 하/XSA + ㄴ/ETM
기하학적	기하학적/NNG
입체들과	입체/NNG + 들/XSN + 과/JC
구를	구/NNG + 를/JKO
내접	내접/NNG
및	및/MAJ
외접시킴으로써	외접/NNG + 시키/XSV + ㅁ/ETN + 으로써/JKB
수학적으로	수학적/NNG + 으로/JKB
결정하려고	결정/NNG + 하/XSV + 려고/EC
했는데,	하/VX + 았/EP + 는데/EC + ,/SP
이는	이/NP + 는/JX
피타고라스의	피타고라스/NNP + 의/JKG
숫자신비주의(number-mysticsim)적	숫자/NNG + 신비주의/NNG + (/SS + number/SL + -/SS + mysticsim/SL + )/SS + 적/XSN
색채를	색채/NNG + 를/JKO
잘	잘/MAG
드러내	드러내/VV + 어/EC
준다.	주/VX + ㄴ다/EF + ./SF

위의	위/NNG + 의/JKG
예들에서도	예/NNG + 들/XSN + 에서/JKB + 도/JX
볼	보/VV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
것처럼	것/NNB + 처럼/JKB
헤르메티씨즘의	헤르메티씨즘/NNG + 의/JKG
마술적	마술적/NNG
자연관은	자연관/NNG + 은/JX
르네상스기의	르네상스기/NNG + 의/JKG
유럽에	유럽/NNP + 에/JKB
아주	아주/MAG
널리	널리/MAG
퍼져	퍼지/VV + 어/EC
있었고,	있/VX + 었/EP + 고/EC + ,/SP
과학혁명의	과학/NNG + 혁명/NNG + 의/JKG
시기에	시기/NNG + 에/JKB
있어서는	있/VV + 어서/EC + 는/JX
그간의	그간/NNG + 의/JKG
아리스토텔레스	아리스토텔레스/NNP
위주의	위주/NNG + 의/JKG
학풍으로부터	학풍/NNG + 으로부터/JKB
결과한	결과/NNG + 하/XSV + ㄴ/ETM
지적,	지적/NNG + ,/SP
과학적	과학적/NNG
무용성	무용성/NNG
및	및/MAJ
혼란으로부터	혼란/NNG + 으로부터/JKB
벗어나는	벗어나/VV + 는/ETM
한	한/MM
가지	가지/NNB
형태로서	형태/NNG + 로서/JKB
많은	많/VA + 은/ETM
사람들에	사람/NNG + 들/XSN + 에/JKB
의해	의하/VV + 아/EC
퍽	퍽/MAG
진지하게	진지/XR + 하/XSA + 게/EC
받아들여졌다.	받아들이/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

4	4/SN

마술과	마술/NNG + 과/JC
연금술에서	연금술/NNG + 에서/JKB
유래한	유래/NNG + 하/XSV + ㄴ/ETM
헤르메티씨즘의	헤르메티씨즘/NNG + 의/JKG
전통이	전통/NNG + 이/JKS
이처럼	이/NP + 처럼/JKB
큰	크/VA + ㄴ/ETM
영향력을	영향력/NNG + 을/JKO
지니게	지니/VV + 게/EC
되는	되/VV + 는/ETM
것과	것/NNB + 과/JKB
같은	같/VA + 은/ETM
시기에	시기/NNG + 에/JKB
또	또/MAG
한	한/MM
가지의	가지/NNB + 의/JKG
움직임이	움직임/NNG + 이/JKS
나타나서	나타나/VV + 아서/EC
역시	역시/MAG
실험적	실험적/NNG
방법이	방법/NNG + 이/JKS
널리	널리/MAG
받아들여지는	받아들이/VV + 어/EC + 지/VX + 는/ETM
데	데/NNB
기여했는데	기여/NNG + 하/XSV + 았/EP + 는데/EC
실제적,	실제적/NNG + ,/SP
기술적	기술적/NNG
지식의	지식/NNG + 의/JKG
지적인	지적/NNG + 이/VCP + ㄴ/ETM
지위의	지위/NNG + 의/JKG
상승이	상승/NNG + 이/JKS
그것이다.	그것/NP + 이/VCP + 다/EF + ./SF

고대	고대/NNG
이래	이래/NNB
중세를	중세/NNG + 를/JKO
통해서	통하/VV + 아서/EC
손이나	손/NNG + 이나/JC
기구를	기구/NNG + 를/JKO
써서	쓰/VV + 어서/EC
실제	실제/NNG
기술에	기술/NNG + 에/JKB
종사하는	종사/NNG + 하/XSV + 는/ETM
사람들은	사람/NNG + 들/XSN + 은/JX
항상	항상/MAG
사회의	사회/NNG + 의/JKG
낮은	낮/VA + 은/ETM
계층에	계층/NNG + 에/JKB
속했고,	속하/VV + 았/EP + 고/EC + ,/SP
그들은	그/NP + 들/XSN + 은/JX
자신들이	자신/NNG + 들/XSN + 이/JKS
하는	하/VV + 는/ETM
일에	일/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
이론이나	이론/NNG + 이나/JC
방법	방법/NNG
면에서의	면/NNG + 에서/JKB + 의/JKG
체계를	체계/NNG + 를/JKO
결여하고	결여/NNG + 하/XSV + 고/EC
있었으며	있/VX + 었/EP + 으며/EC
시행착오를	시행착오/NNG + 를/JKO
되풀이하는	되풀이/NNG + 하/XSV + 는/ETM
경험적	경험적/NNG
방법에만	방법/NNG + 에/JKB + 만/JX
의존했다.	의존/NNG + 하/XSV + 았/EP + 다/EF + ./SF

이들은	이/NP + 들/XSN + 은/JX
대학	대학/NNG
내에서	내/NNB + 에서/JKB
학문적으로	학문적/NNG + 으로/JKB
과학을	과학/NNG + 을/JKO
탐구하는	탐구/NNG + 하/XSV + 는/ETM
사람들과는	사람/NNG + 들/XSN + 과/JKB + 는/JX
격리되어	격리/NNG + 되/XSV + 어/EC
있었다.	있/VX + 었/EP + 다/EF + ./SF

그리고	그리고/MAJ
그들의	그/NP + 들/XSN + 의/JKG
지식	지식/NNG
또한	또한/MAG
과학과는	과학/NNG + 과/JKB + 는/JX
무관한	무관/XR + 하/XSA + ㄴ/ETM
다른	다른/MM
종류의	종류/NNG + 의/JKG
것으로	것/NNB + 으로/JKB
생각되어	생각/NNG + 되/XSV + 어/EC
왔다.	오/VX + 았/EP + 다/EF + ./SF

그러나	그러나/MAJ
르네상스기에	르네상스기/NNG + 에/JKB
와서	오/VV + 아서/EC
이들이	이/NP + 들/XSN + 이/JKS
지니는	지니/VV + 는/ETM
지시들과	지시/NNG + 들/XSN + 과/JC
그것들을	그것/NP + 들/XSN + 을/JKO
얻는	얻/VV + 는/ETM
데	데/NNB
사용한	사용/NNG + 하/XSV + ㄴ/ETM
방법	방법/NNG
그리고	그리고/MAJ
그들이	그/NP + 들/XSN + 이/JKS
자연에	자연/NNG + 에/JKB
대해서	대하/VV + 아서/EC
지닌	지니/VV + ㄴ/ETM
태도	태도/NNG
등에	등/NNB + 에/JKB
대한	대하/VV + ㄴ/ETM
인식이	인식/NNG + 이/JKS
점점	점점/MAG
달라지게	달라지/VV + 게/EC
된	되/VV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그리고	그리고/MAJ
이	이/NP
같은	같/VA + 은/ETM
자신들의	자신/NNG + 들/XSN + 의/JKG
지위의	지위/NNG + 의/JKG
상승을	상승/NNG + 을/JKO
자각하면서	자각/NNG + 하/XSV + 면서/EC
이들은	이/NP + 들/XSN + 은/JX
자신들의	자신/NNG + 들/XSN + 의/JKG
지식이	지식/NNG + 이/JKS
비천하고	비천/XR + 하/XSA + 고/EC
하잘것없는	하잘것없/VA + 는/ETM
것이	것/NNB + 이/JKC
아니라	아니/VCN + 라/EC
지식으로서	지식/NNG + 으로서/JKB
훌륭한	훌륭/XR + 하/XSA + ㄴ/ETM
자격을	자격/NNG + 을/JKO
갖추었음을	갖추/VV + 었/EP + 음/ETN + 을/JKO
내세워서	내세우/VV + 어서/EC
그들의	그/NP + 들/XSN + 의/JKG
지적	지적/NNG
지위의	지위/NNG + 의/JKG
향상을	향상/NNG + 을/JKO
꾀하게	꾀하/VV + 게/EC
되고	되/VV + 고/EC
그러는	그러/VV + 는/ETM
과정에서	과정/NNG + 에서/JKB
자신들이	자신/NNG + 들/XSN + 이/JKS
분야가	분야/NNG + 가/JKS
이론적	이론적/NNG
바탕과	바탕/NNG + 과/JC
오랜	오랜/MM
전통을	전통/NNG + 을/JKO
가지고	가지/VV + 고/EC
있음도	있/VX + 음/ETN + 도/JX
보이려고	보이/VV + 려고/EC
했다.	하/VX + 았/EP + 다/EF + ./SF

그러기	그러/VV + 기/ETN
위해서	위하/VV + 아서/EC
그들은	그/NP + 들/XSN + 은/JX
과거를	과거/NNG + 를/JKO
되돌아보고	되돌아보/VV + 고/EC
자신들의	자신/NNG + 들/XSN + 의/JKG
지식과	지식/NNG + 과/JC
고대의,	고대/NNG + 의/JKG + ,/SP
특히	특히/MAG
아르키메데스나	아르키메데스/NNP + 나/JC
헤로	헤로/NNP
등의,	등/NNB + 의/JKG + ,/SP
전통과를	전통/NNG + 과/JKB + 를/JKO
연결하게	연결/NNG + 하/XSV + 게/EC
되었으며,	되/VV + 었/EP + 으며/EC + ,/SP
이론적인	이론적/NNG + 이/VCP + ㄴ/ETM
체계를	체계/NNG + 를/JKO
세우기	세우/VV + 기/ETN
위해	위하/VV + 아/EC
수학도	수학/NNG + 도/JX
공부하게	공부/NNG + 하/XSV + 게/EC
되고	되/VV + 고/EC
특히	특히/MAG
고대	고대/NNG
그리스의	그리스/NNP + 의/JKG
수학을	수학/NNG + 을/JKO
공부하게	공부/NNG + 하/XSV + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

그들은	그/NP + 들/XSN + 은/JX
또한	또한/MAG
자신들의	자신/NNG + 들/XSN + 의/JKG
분야에	분야/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
입문교과서나	입문/NNG + 교과서/NNG + 나/JC
수련서	수련/NNG + 서/JKB
등도	등/NNB + 도/JX
쓰게	쓰/VV + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

한	한/MM
마디로	마디/NNG + 로/JKB
말해서	말/NNG + 하/XSV + 아서/EC
무식한	무식/NNG + 하/XSA + ㄴ/ETM
상태에서	상태/NNG + 에서/JKB
실제	실제/NNG
일에만	일/NNG + 에/JKB + 만/JX
종사했던	종사/NNG + 하/XSV + 았/EP + 던/ETM
이들이	이/NNB + 들/XSN + 이/JKS
유식하고	유식/NNG + 하/XSA + 고/EC
지적으로	지적/NNG + 으로/JKB
되었던	되/VV + 었/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

이러한	이러/XR + 하/XSA + ㄴ/ETM
일들이	일/NNG + 들/XSN + 이/JKS
가장	가장/MAG
일찍	일찍/MAG
그리고	그리고/MAJ
현저하게	현저/XR + 하/XSA + 게/EC
나타났던	나타나/VV + 았/EP + 던/ETM
것은	것/NNB + 은/JX
이태리의	이태리/NNP + 의/JKG
건축기사들에서였다.	건축/NNG + 기사/NNG + 들/XSN + 에서/JKB + 이/VCP + 었/EP + 다/EF + ./SF

이들은	이/NP + 들/XSN + 은/JX
처음에는	처음/NNG + 에/JKB + 는/JX
대부분	대부분/NNG
길드(guild)에	길드/NNG + (/SS + guild/SL + )/SS + 에/JKB
속했었지만	속하/VV + 았었/EP + 지만/EC
점차로	점차/MAG + 로/JKB
개인적인	개인적/NNG + 이/VCP + ㄴ/ETM
힘과	힘/NNG + 과/JC
권위를	권위/NNG + 를/JKO
가지게	가지/VV + 게/EC
되었고	되/VV + 었/EP + 고/EC
길드의	길드/NNG + 의/JKG
지배로부터	지배/NNG + 로부터/JKB
벗어나서	벗어나/VV + 아서/EC
자유로운	자유/NNG + 롭/XSA + ㄴ/ETM
건축활동을	건축/NNG + 활동/NNG + 을/JKO
하게	하/VV + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

그리고	그리고/MAJ
이러한	이러/XR + 하/XSA + ㄴ/ETM
일은	일/NNG + 은/JX
건축기사들만이	건축/NNG + 기사/NNG + 들/XSN + 만/JX + 이/JKC
아니라	아니/VCN + 라/EC
기계의	기계/NNG + 의/JKG
생산이나	생산/NNG + 이나/JC
이용에	이용/NNG + 에/JKB
종사하는	종사/NNG + 하/XSV + 는/ETM
사람들,	사람/NNG + 들/XSN + ,/SP
대포나	대포/NNG + 나/JC
총	총/NNG
등의	등/NNB + 의/JKG
무기제조에	무기/NNG + 제조/NNG + 에/JKB
종사하는	종사/NNG + 하/XSV + 는/ETM
사람들에게도	사람/NNG + 들/XSN + 에게/JKB + 도/JX
일어나기	일어나/VV + 기/ETN
시작했다.	시작/NNG + 하/XSV + 았/EP + 다/EF + ./SF

또한	또한/MAG
이들은	이/NP + 들/XSN + 은/JX
위에서	위/NNG + 에서/JKB
본	보/VV + ㄴ/ETM
것과	것/NNB + 과/JKB
같은	같/VA + 은/ETM
이유들에서	이유/NNG + 들/XSN + 에서/JKB
수학,	수학/NNG + ,/SP
역학의	역학/NNG + 의/JKG
문제들을	문제/NNG + 들/XSN + 을/JKO
공부하고	공부/NNG + 하/XSV + 고/EC
과거의	과거/NNG + 의/JKG
전통을	전통/NNG + 을/JKO
찾기도	찾/VV + 기/ETN + 도/JX
했으며	하/VX + 았/EP + 으며/EC
책들도	책/NNG + 들/XSN + 도/JX
쓰게	쓰/VV + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

이들은	이/NP + 들/XSN + 은/JX
한결같이	한결같이/MAG
실용적,	실용적/NNG + ,/SP
기술적	기술적/NNG
지식이	지식/NNG + 이/JKS
훌륭한	훌륭/XR + 하/XSA + ㄴ/ETM
지식임을	지식/NNG + 이/VCP + ㅁ/ETN + 을/JKO
강조하고	강조/NNG + 하/XSV + 고/EC
나아가서는	나아가/VV + 아서/EC + 는/JX
그러한	그러/XR + 하/XSA + ㄴ/ETM
지식의	지식/NNG + 의/JKG
방법이	방법/NNG + 이/JKS
자연의	자연/NNG + 의/JKG
이해에도	이해/NNG + 에/JKB + 도/JX
도움이	도움/NNG + 이/JKC
되고	되/VV + 고/EC
과학에서도	과학/NNG + 에서/JKB + 도/JX
사용되어야	사용/NNG + 되/XSV + 어야/EC
할	하/VX + ㄹ/ETM
것임을	것/NNB + 이/VCP + ㅁ/ETN + 을/JKO
강조했다.	강조/NNG + 하/XSV + 았/EP + 다/EF + ./SF

한편	한편/NNG
이같은	이/NP + 같/VA + 은/ETM
생각은	생각/NNG + 은/JX
실제	실제/NNG
일에	일/NNG + 에/JKB
종사하던	종사/NNG + 하/XSV + 던/ETM
사람들만이	사람/NNG + 들/XSN + 만/JX + 이/JKS
주장했던	주장/NNG + 하/XSV + 았/EP + 던/ETM
것이	것/NNB + 이/JKC
아니라	아니/VCN + 라/EC
대학과	대학/NNG + 과/JC
상류사회의	상류/NNG + 사회/NNG + 의/JKG
학자들에게도	학자/NNG + 들/XSN + 에게/JKB + 도/JX
받아들여지게	받아들이/VV + 어/EC + 지/VX + 게/EC
되었다.	되/VV + 었/EP + 다/EF + ./SF

특히	특히/MAG
앞에서	앞/NNG + 에서/JKB
본	보/VV + ㄴ/ETM
것	것/NNB
같은	같/VA + 은/ETM
목적에서	목적/NNG + 에서/JKB
이들이	이/NP + 들/XSN + 이/JKS
저술한	저술/NNG + 하/XSV + ㄴ/ETM
책들에	책/NNG + 들/XSN + 에/JKB
이런	이런/MM
생각이	생각/NNG + 이/JKS
나타나게	나타나/VV + 게/EC
되자	되/VV + 자/EC
과학자나	과학자/NNG + 나/JC
철학자들	철학자/NNG + 들/XSN
중에서도	중/NNB + 에서/JKB + 도/JX
이들의	이/NP + 들/XSN + 의/JKG
생각에	생각/NNG + 에/JKB
동조하는	동조/NNG + 하/XSV + 는/ETM
사람들이	사람/NNG + 들/XSN + 이/JKS
나타나기	나타나/VV + 기/ETN
시작했고	시작/NNG + 하/XSV + 았/EP + 고/EC
실험적	실험적/NNG
방법을	방법/NNG + 을/JKO
중요시한	중요시/NNG + 하/XSV + ㄴ/ETM
사람들일수록	사람/NNG + 들/XSN + 이/VCP + ㄹ수록/EC
동조하는	동조/NNG + 하/XSV + 는/ETM
정도가	정도/NNG + 가/JKS
깊었다.	깊/VA + 었/EP + 다/EF + ./SF

사실	사실/MAG
이같은	이/NP + 같/VA + 은/ETM
생각은	생각/NNG + 은/JX
르네상스	르네상스/NNG
동안에	동안/NNG + 에/JKB
점차로	점차/MAG + 로/JKB
생기기	생기/VV + 기/ETN
시작한	시작/NNG + 하/XSV + ㄴ/ETM
학문적,	학문적/NNG + ,/SP
사상적인	사상적/NNG + 이/VCP + ㄴ/ETM
요구와도	요구/NNG + 와/JKB + 도/JX
부합되는	부합/NNG + 되/XSV + 는/ETM
것이었다.	것/NNB + 이/VCP + 었/EP + 다/EF + ./SF

이같은	이/NP + 같/VA + 은/ETM
실제적,	실제적/NNG + ,/SP
기술적	기술적/NNG
지식으로부터	지식/NNG + 으로부터/JKB
영향을	영향/NNG + 을/JKO
가장	가장/MAG
뚜렷하게	뚜렷/XR + 하/XSA + 게/EC
보이고	보이/VV + 고/EC
그것을	그것/NP + 을/JKO
가장	가장/MAG
체계적으로	체계적/NNG + 으로/JKB
발전시킨	발전/NNG + 시키/XSV + ㄴ/ETM
사람은	사람/NNG + 은/JX
프란시스	프란시스/NNP
베이컨이었고	베이컨/NNG + 이/VCP + 었/EP + 고/EC
후에	후/NNG + 에/JKB
보일을	보일/NNP + 을/JKO
비롯한	비롯/XR + 하/XSV + ㄴ/ETM
새	새/MM
과학단체들의	과학/NNG + 단체/NNG + 들/XSN + 의/JKG
주역들은	주역/NNG + 들/XSN + 은/JX
이런	이런/MM
면에서	면/NNG + 에서/JKB
베이컨을	베이컨/NNG + 을/JKO
아주	아주/MAG
